Size,Time
262144,0.000116915984375
262144,0.0001183401875
262144,0.000120030007812
262144,0.000124632609375
262144,0.000127185328125
524288,0.000163743
524288,0.00017617578125
524288,0.000178623
524288,0.000182500171875
524288,0.000222271828125
786432,0.000231301851563
786432,0.000234454585938
786432,0.00023821746875
786432,0.000241709242188
786432,0.000246802960937
1048576,0.000283689625
1048576,0.000294862265625
1048576,0.00029760971875
1048576,0.000303696289063
1048576,0.0003409576875
1310720,0.000352674953125
1310720,0.000354225875
1310720,0.000359089515625
1310720,0.000407114640625
1310720,0.00040885840625
1572864,0.000427069570312
1572864,0.000436519945313
1572864,0.000437633976563
1572864,0.000442207953125
1572864,0.000499903328125
1835008,0.000500595171875
1835008,0.000506088078125
1835008,0.000523678375
1835008,0.000627370117187
1835008,0.00075054859375
2097152,0.000553746148437
2097152,0.000573513492187
2097152,0.000579843226563
2097152,0.000589937804688
2097152,0.000630932515625
2359296,0.000625564695312
2359296,0.0006373740625
2359296,0.000785799765625
2359296,0.000823337109375
2359296,0.000843426632812
2621440,0.000706356210937
2621440,0.000765297171875
2621440,0.000881153359375
2621440,0.00092434628125
2621440,0.00095977721875
2883584,0.00163803453906
2883584,0.00177519283594
2883584,0.00183715154687
2883584,0.00185048977344
2883584,0.00214605826563
3145728,0.00162919515625
3145728,0.00165303607031
3145728,0.00171087715625
3145728,0.00195781315625
3145728,0.002024594375
3407872,0.00197557442188
3407872,0.00199867207812
3407872,0.00204957115625
3407872,0.00223456319531
3407872,0.00228960591406
3670016,0.00226099321094
3670016,0.0023449185625
3670016,0.00240383958594
3670016,0.00250081666406
3670016,0.002507836625
3932160,0.00286062197656
3932160,0.00289215025
3932160,0.00309188690625
3932160,0.00317626614844
3932160,0.00328734563281
4194304,0.00246837158594
4194304,0.00293801141406
4194304,0.00314836638281
4194304,0.0031780523125
4194304,0.00338184965625
4456448,0.00283121860156
4456448,0.00310343642969
4456448,0.00321515275781
4456448,0.003392883875
4456448,0.00350171638281
4718592,0.00320750121094
4718592,0.00352608657813
4718592,0.00355450264062
4718592,0.00365810549219
4718592,0.00387413560938
4980736,0.00351966747656
4980736,0.00355670507031
4980736,0.00363054113281
4980736,0.00368608934375
4980736,0.00385414553125
5242880,0.00321505010156
5242880,0.00345934515625
5242880,0.0035592804375
5242880,0.003649929625
5242880,0.00401176747656
5505024,0.00368552663281
5505024,0.00388503909375
5505024,0.00409557409375
5505024,0.00415397050781
5505024,0.00453349463281
5767168,0.00373746192188
5767168,0.00403867285938
5767168,0.00449551860156
5767168,0.00460597123437
5767168,0.00543447525
6029312,0.00406724035937
6029312,0.00422827242188
6029312,0.00430972264844
6029312,0.00459236504687
6029312,0.00497604967187
6291456,0.0041818715
6291456,0.00427315358594
6291456,0.00447587722656
6291456,0.00478269221875
6291456,0.00537003696875
6553600,0.00490136027344
6553600,0.00534537094531
6553600,0.00548353942969
6553600,0.00564242142969
6553600,0.00567323852344
6815744,0.00444043676562
6815744,0.00504981426562
6815744,0.005458302875
6815744,0.00572494553125
6815744,0.00588542121875
7077888,0.00440916255469
7077888,0.00486169317969
7077888,0.00524143771094
7077888,0.005998505375
7077888,0.00643413217969
7340032,0.00536605335938
7340032,0.00559765658594
7340032,0.00605228183594
7340032,0.00613676670313
7340032,0.00686934317969
7602176,0.00534004725
7602176,0.00574471514063
7602176,0.00583571782812
7602176,0.00609328026562
7602176,0.00672760989844
7864320,0.00564377066406
7864320,0.0058246753125
7864320,0.00589125775
7864320,0.00622960435156
7864320,0.00664517458594
8126464,0.00549455947656
8126464,0.0055732755625
8126464,0.006082864875
8126464,0.00620940507812
8126464,0.00646415883594
8388608,0.00525227638281
8388608,0.00620631153125
8388608,0.00628303111719
8388608,0.0063129876875
8388608,0.00655677988281
8650752,0.00555527432813
8650752,0.00608816404687
8650752,0.00619055727344
8650752,0.00643027421875
8650752,0.00712687594531
8912896,0.00635956408594
8912896,0.00638317760938
8912896,0.00644890010937
