Size(MBs),32,64,128,256,512,1024,2048,4096,4096,4096,4096,4096,4096,4096,4096
Pack,0.0547872916,0.0981997996,0.1779591582,0.3728961666,0.7041463443,1.357965795,2.6726816417,5.2416290738,5.3688004302,5.3281834293,5.2936059792,5.2088131023,5.31030056,5.0715701498,5.2428984494
Put,0.6125214396,0.7151910212,0.9175483688,1.333362657,2.1728641299,3.8308496947,7.3858934541,14.5403024637,14.6325339086,14.5926155556,14.4267076104,14.2466674082,14.2945141163,14.3393505913,14.3462793386
Gather,0.1965325956,0.2122384302,0.2484695302,0.3567030603,0.5390848202,0.9664496694,1.4646087583,2.6795858426,2.698010336,2.5587231417,2.513016835,2.3433719245,2.2899870395,2.1661651153,2.2092109182
Recv,0.4067315331,0.4297441343,0.4766001154,0.5792638884,0.8223455927,1.30432462,2.2678094092,4.1027679292,3.8677316856,4.2813162787,3.2627159091,3.0095810306,2.9637808122,3.1738787261,3.0640957607
Unpack,0.0125612664,0.0155930449,0.0228727771,0.0370320805,0.0681617123,0.1312369834,0.2888511015,0.6243919008,0.676777297,0.7141297918,0.7489477899,0.8414501816,0.8797113307,0.8744436934,0.8915052761
Overall,2.9393024858,3.1271366487,3.5081506904,4.3768522775,6.0957477019,9.6155935041,16.462032386,30.5744129249,30.0150551449,29.6709715161,28.0593131228,27.2996730089,27.1944602525,27.1106369463,27.142959228
Send,0.9719542496,0.9845254735,0.9788723917,1.0622534646,1.2249506066,1.5566414801,2.2922890028,3.7277948673,3.4823141898,3.0158420722,2.5669229026,2.4598209118,2.354261682,2.1941645477,2.2224396058
Scatter,0.4702938598,0.4630456047,0.4663682231,0.552299131,0.6750332659,0.8439913467,1.1748827184,1.6973544392,1.4884318971,1.4487578278,1.8684746693,2.1534297046,2.2977620706,2.6880648521,2.8092863782
