Size,Time
32768,0.000920014648438
32768,0.00092027396875
32768,0.000923212703125
32768,0.000927124890625
32768,0.000969147023438
65536,0.000961121523438
65536,0.000993010078125
65536,0.00102105503906
65536,0.00102367414062
65536,0.00106826233594
98304,0.000981900632813
98304,0.000996973195313
98304,0.0010158574375
98304,0.00101614029688
98304,0.001038089125
131072,0.000937969835937
131072,0.00103269024219
131072,0.00103494030469
131072,0.00104811574219
131072,0.00110299709375
163840,0.00105610526562
163840,0.00106060142969
163840,0.00109872232812
163840,0.00112449992188
163840,0.00112553723437
196608,0.00107801432813
196608,0.00110428895313
196608,0.00117205140625
196608,0.00117702297656
196608,0.00117918288281
229376,0.00109697376563
229376,0.00109727374219
229376,0.00112907578906
229376,0.00117304770313
229376,0.00122714042969
262144,0.00106504394531
262144,0.001139007125
262144,0.00114040872656
262144,0.00118878695312
262144,0.00120514508594
294912,0.00119498965625
294912,0.00120211592969
294912,0.00123463760156
294912,0.00124948486719
294912,0.00125826544531
327680,0.00112635935156
327680,0.00114378467187
327680,0.00115122349219
327680,0.0012077881875
327680,0.00129397896094
360448,0.00111992642969
360448,0.00120059698438
360448,0.0012315556875
360448,0.00126497113281
360448,0.00135873765625
393216,0.0011848820625
393216,0.0012709365
393216,0.00131175892969
393216,0.00133318572656
393216,0.00135124057812
425984,0.00126382457031
425984,0.00127305340625
425984,0.00131642127344
425984,0.00136046215625
425984,0.00137853054687
458752,0.00132052107031
458752,0.00132208474219
458752,0.00140242051563
458752,0.00141577991406
458752,0.00142486029688
491520,0.00126735891406
491520,0.0013265236875
491520,0.00137748825781
491520,0.00145098672656
491520,0.00148457733594
524288,0.00128065392969
524288,0.00133642778906
524288,0.00141189365625
524288,0.00142322678906
524288,0.00145589375781
557056,0.00134277535938
557056,0.0013746178125
557056,0.00146429413281
557056,0.00151361305469
557056,0.00166123480469
589824,0.00136531775781
589824,0.00138920549219
589824,0.00141293775
589824,0.0014590804375
589824,0.00148462852344
622592,0.00130622261719
622592,0.00139701053125
622592,0.00142550546875
622592,0.0014373145
622592,0.00161573224219
655360,0.00140897853906
655360,0.00146792635156
655360,0.00149225959375
655360,0.00160013808594
655360,0.00165194380469
688128,0.00148923985938
688128,0.00149926732812
688128,0.00163293704688
688128,0.00164797094531
688128,0.00166901121875
720896,0.00149614370312
720896,0.0015210659375
720896,0.00156292435938
720896,0.00160778315625
720896,0.00160909898437
753664,0.00152570179687
753664,0.0015845996875
753664,0.00159254764063
753664,0.00161508102344
753664,0.00165965017188
786432,0.001545005625
786432,0.00157398852344
786432,0.00161839721094
786432,0.00162445632813
786432,0.00166210554688
819200,0.0016244061875
819200,0.00162499170312
819200,0.00162602113281
819200,0.00167007888281
819200,0.00168581357031
851968,0.00159193740625
851968,0.00162870652344
851968,0.00173172975781
851968,0.00180134894531
851968,0.00181701264063
884736,0.0017451085
884736,0.0018630124375
884736,0.00205993528906
884736,0.00211086452344
884736,0.00218325441406
917504,0.00165724953906
917504,0.00182448525
917504,0.001949447875
917504,0.001973228875
917504,0.00206290109375
950272,0.00177182632813
950272,0.00181672636719
950272,0.00182940271094
950272,0.00212089974219
950272,0.00218914434375
983040,0.0019579915625
983040,0.00196818344531
983040,0.00198802126562
983040,0.00206943732813
983040,0.00217887609375
1015808,0.0018410955
1015808,0.00186551697656
1015808,0.00188805595312
1015808,0.001929831625
1015808,0.00218032747656
1048576,0.00178171055469
1048576,0.00192556098437
1048576,0.001941129125
1048576,0.00198671603906
1048576,0.00207720270312
1081344,0.00182479880469
1081344,0.00202261214062
1081344,0.00202723858594
1081344,0.00205965529687
1081344,0.00228549657812
1114112,0.0019422899375
1114112,0.00196118503906
1114112,0.00211404932031
1114112,0.00223156866406
1114112,0.00231629680469
1146880,0.00195619921094
1146880,0.00195688496875
